lemma	sense	pos	definitionEn	definitionZh	usageExplanationZh	exampleEn	exampleZh
ingenious	adjective	adjective	clever, original, and inventive	巧妙的；有創意的；足智多謀的	常修飾 solution、design 等，如 an ingenious idea，語氣正面，強調聰明才智。	The engineers came up with an ingenious solution to the problem.	工程師們想出了一個巧妙的解決方案。
ingenuity	noun	noun	the quality of being clever, original, and inventive	創造力；巧思；足智多謀	常見 human ingenuity（人類的巧思），語氣正面，多用於稱讚創新的思考能力。	The bridge's design is a testament to human ingenuity.	這座橋的設計證明了人類的創造力。
ingenuous	adjective	adjective	innocent and unsuspecting; showing a lack of experience or sophistication	天真的；坦率的；不世故的	常見於形容年輕人或未受世故薰染的人，語氣中性偏正面，注意勿與 ingenious（巧妙的）混淆。	Her ingenuous manner made her popular with new colleagues.	她天真坦率的舉止讓她深受新同事喜愛。
ingredient	noun	noun	a component part of a mixture, especially in cooking, or an essential element	（食譜的）材料；成分；要素	常見 the ingredients for a recipe（食譜的材料）；比喻用法如 the key ingredient of success（成功的關鍵要素）。	Fresh vegetables are the main ingredient in this dish.	新鮮蔬菜是這道菜的主要食材。
inhabit	verb	verb	to live in or occupy a place	居住於；棲息於	常接地點作受詞，如 inhabit an area，語氣正式，常見於生態或歷史語境。	Various species of birds inhabit this forest.	多種鳥類棲息在這片森林裡。
inhabitant	noun	noun	a person or animal that lives in a particular place	居民；棲息者	常見 the inhabitants of a city（一座城市的居民），語氣正式，多用於統計或描述性文本。	The island has fewer than a thousand inhabitants.	這座島嶼的居民不到一千人。
inherit	verb	verb	to receive money, property, or a title from someone after they die, or to receive a characteristic from a parent	繼承（財產、頭銜）；遺傳（特質）	常接名詞受詞，如 inherit a house；也可指遺傳特徵，如 inherit her mother's eyes。	She inherited her grandmother's antique jewelry.	她繼承了祖母的古董珠寶。
inheritance	noun	noun	money, property, or a title received from someone after they die, or a genetically transmitted characteristic	遺產；繼承物；遺傳（特質）	常見 receive an inheritance（獲得遺產），法律及生物學脈絡皆可使用。	He used his inheritance to start a small business.	他用繼承來的遺產開了一家小公司。
inhibit	verb	verb	to prevent or slow down a process, or to make someone unable to act naturally due to shyness or embarrassment	抑制；阻礙；使拘謹	常見 inhibit growth（抑制生長）；心理學脈絡也指使人感到侷促不安，難以自然表現。	Cold temperatures can inhibit plant growth.	低溫可能會抑制植物生長。
initial	adjective	adjective	existing or occurring at the beginning	最初的；初步的	常見 initial reaction（最初的反應）、initial stage（初期階段）。	Her initial reaction to the news was disbelief.	她對這則消息的最初反應是難以置信。
initial	noun	noun	the first letter of a name	（姓名的）首字母	常用複數 initials，如 sign with your initials（用姓名縮寫簽名）。	He monogrammed the towels with his initials.	他在毛巾上繡了自己姓名的首字母。
initial	verb	verb	to mark or sign something with one's initials	以姓名縮寫簽署	常見於正式文件，如 initial each page（在每一頁上用縮寫簽名），語氣正式。	Please initial each page of the contract to confirm you have read it.	請在合約的每一頁上簽署姓名縮寫，以確認你已閱讀過。
initially	adverb	adverb	at the beginning; at first	最初；起初	常置句首，如 Initially, the plan seemed simple.，強調後續有所轉變或發展。	Initially, the project was expected to take only a few months.	這項專案原本預期只需要幾個月的時間。
initiate	verb	verb	to cause a process or action to begin, or to formally admit someone into a group	啟動；發起；使加入（團體，常有正式儀式）	常接抽象名詞，如 initiate a discussion（發起討論）；也可指入會儀式。	The company initiated a new policy to reduce waste.	這家公司啟動了一項減少浪費的新政策。
initiate	noun	noun	a person who has recently been admitted into a group, especially one requiring specific knowledge	新入會者；剛入門者	較少見用法，常見於正式團體或秘密組織脈絡。	The initiates were welcomed into the society after the ceremony.	儀式結束後，這些新入會者被正式接納加入這個社團。
initiative	noun	noun	a new plan or process to achieve something, or the ability to act independently	新方案；倡議；主動性	常見 take the initiative（採取主動）、a government initiative（政府的一項倡議）。	The city launched a new initiative to promote recycling.	這座城市推出了一項促進資源回收的新方案。
initiative	adjective	adjective	relating to the ability to act independently and make decisions（較少見用法，多為名詞）	主動性的；創始的（較少見用法）	此詞通常作名詞使用，形容詞用法極為罕見，常見場合仍以名詞片語 show initiative 表達。	Her initiative spirit was evident in every project she led.	她主導的每個專案都展現出主動積極的精神。
inject	verb	verb	to introduce a substance into the body with a needle, or to introduce a new quality or element into something	注射；注入（新元素或資金）	常見 inject a vaccine（注射疫苗）；比喻用法如 inject humor into a speech（在演講中加入幽默）。	The nurse injected the vaccine into his arm.	護士將疫苗注射到他的手臂。
injection	noun	noun	the act of introducing a substance into the body with a needle, or the act of introducing something new	注射；（新元素或資金的）注入	常見 a flu injection（流感疫苗注射）；也指資金挹注，如 a cash injection。	The clinic administers flu injections every autumn.	這家診所每年秋天都會提供流感疫苗注射。
injunction	noun	noun	an official order issued by a court, usually requiring someone to do or stop doing something	（法院的）禁制令；強制令	法律用語，常見 obtain an injunction against someone（取得針對某人的禁制令）。	The company sought an injunction to stop the competitor's advertising campaign.	這家公司尋求禁制令，以阻止競爭對手的廣告宣傳活動。
